PROVEEDOR O CONTRATISTA, 	DEPENDENCIA, 	NUMERO DE EXPEDIENTE, 	HECHOS DE LA IRREGULARIDAD, 	OBJETO SOCIAL, 	SENTIDO DE RESOLUCION, 	FECHA DE NOTIFICACION, 	FECHA DE RESOLUCION, 	PLAZO, 	MONTO, 	NOMBRE DEL RESPONSABLE DE LA INFORMACION, 	FECHA DE ACTUALIZACION 
OBRAS Y DESARROLLOS ESPECIALIZADOS  S.A. DE C.V. Y/0 ALEJANDRO LÓPEZ OBREGÓN,	ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL,	0002/2012,	LA EMPRESA OBRAS Y DESARROLLOS ESPECIALIZADOS  SA. DE C.V.  INCUMPLIÓ EN EL SERVICIO A LA SEGUNDA ETAPA DE LOS TRABAJOS DE MANTENIMIENTO Y RECUPERACIÓN PARA LA UNIFORMIDAD DE LOS CENTROS FEDERALES DE ALTA SEGURIDAD DEL OADPRS EN EL CENTRO FEDERAL DE READAPTACIÓN SOCIAL NO. 2 OCCIDENTE  RAZÓN POR LA CUAL SE LE RESCINDIÓ EL CONTRATO,	CONSTRUCTORA,	SANCIONATORIA CON MULTA,	10/04/2017,	07/04/2017,	,	84690.00,	LIC. CARLOS HUGO  ROSALDO QUIRO,	14/01/2021 08:01
OBRAS Y PROYECTOS FAVIER  S.A. DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0043/2009,	LA EMPRESA INCUMPLIÓ CON LAS OBLIGACIONES CONTRACTUALES QUE ASUMIÓ EN  EL CONTRATO NO. 1-03-17-03-MA-02.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	29/08/2011,	17/08/2011,	2 AÑOS 6 MESES,	783835.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OBRAS Y PROYECTOS FAVIER  S.A. DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0471/2008,	LA EMPRESA INCUMPLIÓ CON LAS OBLIGACIONES CONTRACTUALES QUE ASUMIÓ EN EL CONTRATO NO. 1-05-17-02-MA-03.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	29/08/2011,	17/08/2011,	3 AÑOS,	910260.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OCHOA ARTEZAN CORPORACION INDUSTRIAL  S.A. DE C.V ,	PEMEX PETROQUIMICA,	0001/2010,	CON FECHA DIECINUEVE DE OCTUBRE DE DOS MIL SIETE  SE LLEVÓ A CABO LA ADJUDICACIÓN DIRECTA NÚMERO AO-ES-2002079  EN LA QUE LA EMPRESA  OCHOA ARTEZAN CORPORACIÓN INDUSTRIAL  S.A. DE C.V.  PRESENTÓ  BALANCE GENERAL  DEL PRIMERO DE ENERO L TREINTA DE OCTUBRE DE DOS MIL SIETE   UBICANDOSE EN LA FRACCIÓN IV  DEL ARTICULO 78 DE LA LEY DE OBRAS PUBLICAS Y SERVICIOS RELACIONADOS OCN LAS MISMSA  AL HABER PRESETNADO INFORMACIÓN FLASA  PUES ES INCONGRUENTE QUE CON FECHA 18 DE OCTUBRE DE 2007  SE HAYA PREETNADO UN BALANCE GENERAL QUE ABARCABA APARENTMENTE EL PERIODO HASTA EL 30 DE OCTUBRE DE DOS MIL SIETE.,	CONSTRUCCION DE TODO TIPO DE OBRAS  CIVILES INDUSTRIALES  PUBLICAS HIDRAULICAS PORTUARIAS  PUENTES  CAMINOS Y CARRETERAS  ENTRE OTROS,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	03/05/2010,	23/04/2010,	2 AÑOS 6 MESES,	783835.00,	,	14/01/2021 08:01
ODEBRECHT INGENIERIA Y CONSTRUCCION INTERNACIONAL DE MEXICO  S.A. DE C.V.,	PEMEX REFINACION,	0001/2018,	PRESENTAR INFORMACION FALSA EN EL PRIMER CONVENIO MODIFICATORIO DE FORMALIZACION DE LA CESION DE DERECHOS Y OBLIGACIONES DEL CONTRATO DE INGENIERIA  PROCURA Y CONSTRUCCION NUMERO DCPA-OP-GCP-DGTRI-A-3-15.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	15/04/2019,	12/04/2019,	3 AÑOS,	543488615.90,	JAVIER RAMIREZ GARCIA,	14/01/2021 08:01
OFICINAS Y ESCOLARES DE MEXICO  S. A. DE C. V.,	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,	0004/2006,	PROPORCIONAR INFORMACION FALSA EN LA LICITACION PUBLICA NACIONAL 00014001-001-06,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	13/09/2006,	21/08/2006,	3 AÑOS,	73005.00,	LUIS ARMANDO BALLINAS OCEGUERA,	14/01/2021 08:01
OFIMOBILI  S.A. DE C.V.,	INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,	0001/2013,	PRESUNTAMENTE LA EMPRESA OFIMOBILI  S.A. DE C.V.  SE NEGO A LA ENTREGA DE LA FIANZA DE CUMPLIMIENTO,	LA COMPRA  VENTA  DISTRIBUCION  FABRICACION  MAQUILA  IMPORTACION  EXPORTACAION Y REPRESENTACION DE TODA CLASE DE MUEBLES PARA OFICINA  EL HOGAR  ESCOLARES  EL COMERCIO DE HOSPITALES E INDUSTRIA EN GENERAL.,	SANCIONATORIA CON MULTA,	10/01/2014,	31/12/2013,	,	93495.00,	KARLA MARÍA  GONZÁLEZ SALCEDO ,	14/01/2021 08:01
OFIMOBILI DEL CENTRO  SA DE CV,	SECRETARIA DE ECONOMIA,	0004/2014,	NO ENTREGÓ LA GARANTÍA DE CUMPLIMIENTO DERIVADO DE LA FORMALIZACIÓN DEL PEDIDIO 129-2013  EL CUAL FUE FORMALIZADO EL 20 DE SEPTIEMBRE DEL 2013,	MOBILIARIO DE OFICINA,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	10/11/2014,	10/11/2014,	3 MESES,	97140.00,	HECTOR GARCÍA GÓNZALEZ,	14/01/2021 08:01
OFISOLUCION INTEGRAL EMPRESARIAL  S.A. DE C.V.,	INSTITUTO NACIONAL DE CARDIOLOGIA IGNACIO CHAVEZ,	0003/2009,	LA EMPRESA OFISOLUCION INTEGRAL EMPRESARIAL  S.A. DE C.V.   NO FORMALIZO LOS CONTRATOS PEDIDOS 33315  33316 Y 33317.,	COMERCIALIZACION   PRODUCCION  FABRICACION  IMPORTACION DETODA CLASE DE PROUDCTOS  ARTICULOS  MATERIAS PRIMAS EN PROCESO O TERMIANDOS  ASI COMO  LA PRESTACION DETODA CLASE DE SERVICOS  A CUALQUIER  PERSONA FISICA O MORAL DE NATURALEZA PRIVADA O PUBLICA.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	07/08/2014,	07/08/2014,	3 MESES,	16440.00,	EZEQUIEL RAMÍREZ GÓMEZ,	14/01/2021 08:01
OIL ONE INDUSTRIAS  S.A. DE C.V.,	PEMEX GAS Y PETROQUIMICA BASICA,	0004/2011,	PRESENTOÓ EL DOCUMENTO DT-6 PARA ACREDITAR LA CAPACIDAD FINANCIERA  ANEXANDO UN DICTAMEN FINANCIERO POR EL EJERCCIO DE 2010  FALSO.,	REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA Y EQUIPO INDUSTRIAL   ASI COMO OBRA CIVIL  COSNTRUCCIONES Y OBRA ELECTRICA DE ALTA Y BAJA TENSIÓN.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	29/07/2011,	18/07/2011,	3 AÑOS 9 MESES,	1292850.00,	,	14/01/2021 08:01
OJO DE BIFE S.A. DE C.V.,	TALLERES GRAFICOS DE MEXICO,	0004/2017,	PROPORCIONÓ INFORMACIÓN FALSA  TODA VEZ QUE EL RFC QUE PROPORCIONÓ CORRESPONDE A OTRO CONTRIBYUYENTE.,	LA VENTA  ELABORACIÓN  DISTRIBUCIÓN Y PREPARACIÓN DE TODO TIPO DE ALIMENTOS Y BEBIDAS CON O SIN ALCOHOL  VENTA DE VINOS  CERVEZA Y LICORES PARA EL CONSUMO DENTRO Y FUERA DE ESTABLECIMIENTO,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	29/05/2018,	16/05/2018,	3 MESES,	100935.00,	DIEGO MAURICIO MALPICA MELENDEZ,	14/01/2021 08:01
OLGA ELIZABETH DURAN ARREDONDO,	CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES  S. A. DE C. V.,	0027/2006,	PRESENTÓ INFORMACIÓN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.,	ARTÍCULOS DE FERRETERA  PLOMERIA Y SOLDADURA,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	07/02/2007,	07/02/2007,	3 MESES,	75438.50,	ERNESTO ALFARO AVENDAÑO,	14/01/2021 08:01
OMED CONSORCIO  S.A. DE C.V.,	CONSEJO DE PROMOCIÓN TURISTICA DE MEXICO S.A. DE C.V.,	0001/2011,	NO PRESENTAR LA DOCUMENTACION REQUERIDA EN EL ACTA DE FALLO PARA FORMALIZACION DEL CONTRATO,	PRESTACION DE SERVICIOS DE TODA CLASE DE ASESORIA Y REPRESENTACIONDE PERSONAS FISICAS O MORALES DENTRO DEL AMBITO DEL COMERCIO EXTERIOR TRASNPORTE DE MERCANCIA Y AGENTES DE CARGA,	SANCIONATORIA CON MULTA,	03/07/2012,	02/07/2012,	,	89730.00,	JORGE PORFIRIO CASANOVA IBÁÑEZ,	14/01/2021 08:01
OMEGA REACTIVOS DE DIAGNÓSTICO  S.A. DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0010/2012,	LA EMPRESA SE CONDUJO CON DOLO AL PRESENTAR DOCUMENTOS FALSOS QUE NO CORRESPONDEN A LA REALIDAD.,	COMPRAVENTA DE EQUIPOS Y REACTIVOS DE LABORATORIO.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	01/12/2015,	24/11/2015,	2 AÑOS 6 MESES,	89730.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OMNIBUS Y TRANSPORTES TERRESTRES EJECUTIVOS S.A. DE C.V.,	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,	0002/2014,	FALTA DE FORMALIZACION DE CONTRATO,	TRANSPORTE DE PASAJEROS,	SANCIONATORIA CON MULTA,	01/07/2015,	11/06/2015,	,	100935.00,	LUZ MARIA GARCIA RANGEL,	14/01/2021 08:01
ONCOMED  S.A. DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0094/2006,	LA EMPRESA ACTUÓ CON DOLO AL PRESENTAR DOCUMENTOS APÓCRIFOS.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	29/06/2010,	15/06/2010,	2 AÑOS 1 MES,	70200.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OPERACIÓN DE FLUIDOS Y SERVICIOS INDUSTRIALES  S.A. DE C.V.,	SECRETARIA DE LA FUNCIÓN PÚBLICA,	0038/2011,	60 FRACCIÓN IV  DE LA LEY DE ADQUISICIONES  ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO.  <br>PROPORCIONÓ INFORMACIÓN FALSA DURANTE EL PROCEDIMIENTO DE LICITACIÓN PÚBLICA NACIONAL MIXTA 0917600-008-10  CONVOCADO POR LA ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA  S. A. DE C. V.  PARA EL “CONTRATACIÓN DE LOS SERVICIOS PARA LA OPERACIÓN DE LA CENTRAL DE EMERGENCIAS INDUSTRIALES Y PORTUARIAS DEL PUERTO DE ALTAMIRA (CEIP)”  AL PRESENTAR RECONOCIMIENTOS Y CONSTANCIAS DE CURSOS DE CAPACITACIÓN SUPUESTAMENTE IMPARTIDOS POR LA CRUZ ROJA MEXICANA  PARA ACREDITAR EXPERIENCIA DE SU PERSONAL  INSTITUCIÓN QUE NEGÓ TENER REGISTRO ALGUNO.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	13/01/2012,	09/01/2012,	3 AÑOS 3 MESES,	1184436.00,	MARÍA GUADALUPE VARGAS ÁLVAREZ,	14/01/2021 08:01
OPERADORA COCOYOC  S.A. DE C.V.,	COMISION NACIONAL DE CULTURA FISICA Y DEPORTE,	0005/2007,	EL VEINTISÉIS DE FEBRERO DEL ACTUAL  OPERADORA COCOYOC  S.A. DE C.V.  AL PRESENTAR PROPUESTA DE MANERA CONJUNTA CON LA EMPRESA NEW MILLENNIUM TRAVEL  S.A. DE C.V.  PARA PARTICIPAR EN LA LICITACIÓN PÚBLICA NACIONAL NO. 00620001-004-07  REALIZADA POR LA COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE   PARA LA ADQUISICIÓN DE SUMINISTRO DE BOLETOS DE AVIÓN NACIONALES E INTERNACIONALES  PRESUNTAMENTE SE ENCONTRABAN IMPEDIDAS PARA PARTICIPAR EN DICHO EVENTO CONCURSAL  YA QUE LA EMPRESA NEW MILLENNIUM TRAVEL  S.A. DE C.V.  ESTABA INHABILITADA,	RESERVAR ESPACIOS EN LOS MEDIOS DE TRANSPORTE Y EXPEDIR EN DELEGACIÓN DE LOS TRANSPORTISTAS Y A FAVOR DE LOS TURISTAS LOS BOLETOS O CUPONES CORREPONDIENTES,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	04/07/2007,	20/06/2007,	3 MESES,	70798.00,	MIGUEL RICARDO AGUIRRE BARROSO,	14/01/2021 08:01
OPERADORA DE BANQUETES CASINO DEL SUR S.A. DE C.V.,	LOTERIA NACIONAL PARA LA ASISTENCIA PÚBLICA,	0008/2003,	PROPORCIONAR INFORMACIÓN FALSA,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	04/04/2005,	14/03/2005,	3 MESES,	52364.00,	JOSÉ MIGUEL RICALDE PALACIOS,	14/01/2021 08:01
OPERADORA DEL TEDELEME  S.A. DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0191/2006,	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO NO. D50345,	COMPRAR  VENDER  ADQUIRIR  DISTRIBUIR  IMPORTAR  EXPORTAR  FABRICAR  COMERCIALIZAR Y EN GENERAL  NEGOCIAR CON TODA CLASE DE PRODUCTOS INDUSTRIALES  COMERCIALES Y ALIMENTICIOS,	SANCIONATORIA CON MULTA,	13/08/2010,	09/08/2010,	,	14040.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OPERADORA DEL TEDELEME  SA DE CV,	PRESIDENCIA DE LA REPÚBLICA,	0036/2005,	EL PROVEEDOR NO SE PRESENTÓ A FORMALIZAR EL PRESENTE CONTRATO.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	27/11/2006,	21/11/2006,	3 MESES,	72540.00,	JUANA FELIX MANDUJANO VICTORIA,	14/01/2021 08:01
OPERADORA Y ADMINISTRADORA DE VALES  DESPENSAS Y SERVICIOS  S.A.P.I. DE C.V.,	INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,	0001/2018,	PRESUNTAMENTE INCUMPLIÓ EL CONTRATO DA-SRMYS/JSA-035-2017  PARA LA ADQUISICIÓN Y SUMINISTRO DE VALES DE DESPENSA MEDIANTE MONEDEROS ELECTRÓNICOS PARA LA MEDIDA DE FIN DE AÑO DEL EJERCICIO FISCAL 2017  CELEBRADO CON EL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO  EL CATORCE DE DICIEMBRE DE 2017  CAUSANDO DAÑOS Y PERJUICIOS  ASÍ COMO ENTREGANDO BIENES CON ESPECIFICACIONES DISTINTAS A LAS CONVENIDAS.,	SE DEDICA  ENTRE OTROS  A LA ADMINISTRACIÓN Y GESTIÓN DE PROGRAMAS DE BENEFICIOS SOCIALES MEDIANTE LA EMISIÓN DE CUPONES  TICKETS  VALES  TARJETAS ELECTRÓNICAS Y CUALESQUIERA OTROS MEDIOS  A TRAVÉS DE LOS CUALES SE PUEDAN ADQUIRIR BIENES Y SERVICIOS TALES COMO ALIMENTOS  DESPENSAS  ROPA  CALZADOS  JUGUETES  ÚTILES ESCOLARES  SERVICIOS DE COMIDA  BENEFICIOS DE GUARDERÍAS INFANTILES Y CUALQUIER TIPO DE BENEFICIOS SOCIALES.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	17/09/2018,	13/09/2018,	3 AÑOS 9 MESES,	2054370.00,	KARLA MARÍA  GONZÁLEZ SALCEDO ,	14/01/2021 08:01
OPERADORES LOGÍSTICOS Y DE TRANSPORTES INTERVIX  S.A. DE C.V.,	AEROPUERTOS Y SERVICIOS AUXILIARES,	0004/2019,	SE COLIGE QUE LA EMPRESA OPERADORES LOGÍSTICOS Y DE TRANSPORTES INTERVIX  S.A. DE C.V.  FUE SELECCIONADA PARA EJECUTAR LOS TRABAJOS RELATIVOS AL PROCEDIMIENTO DE CONTRATACIÓN POR INVITACIÓN A CUANDO MENOS TRES PERSONAS N° IA-009JZL986-E3-2018  PARA LA CONTRATACIÓN DEL “SERVICIO DE TRANSPORTE DE PERSONAL PARA LOS EMPLEADOS DE LA ESTACIÓN DE COMBUSTIBLES DE QUERÉTARO” Y ASÍ MISMO  QUE SE LE INDICÓ QUE DEBÍA PRESENTAR EN UN PLAZO DE VEINTICUATRO HORAS DESPUÉS DEL FALLO  ENTRE OTROS DOCUMENTOS  LA “OPINIÓN DE CUMPLIMIENTO DEL SAT POSITIVA” (SIC).  <br> <br>REQUISITO QUE LA ENTONCES LICITANTE PRETENDIÓ CUMPLIMENTAR EXHIBIENDO LA OPINIÓN DE CUMPLIMIENTO CON FOLIO 17NB7408594 DE VEINTISIETE DE FEBRERO DE DOS MIL DIECIOCHO  DE LA CUAL SE DESCUBRIÓ CONFORME A LO ESTABLECIDO POR LA ADMINISTRACIÓN DE SOLUCIONES DE NEGOCIO “6” DE LA ADMINISTRACIÓN CENTRAL DE SOLUCIONES DE NEGOCIO DE LA ADMINISTRACIÓN GENERAL DE COMUNICACIONES Y TECNOLOGÍAS DE LA INFORMACIÓN DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA  QUE DE LA REVISIÓN A LA BITÁCORA 18-119-0-1.PDF  TAL CONSTANCIA NO COINCIDE CON LA FECHA DE SU EMISIÓN  PUES EL RESULTADO QUE ARROJA LA RETROTRAE AL PRIMERO DE NOVIEMBRE DE DOS MIL DIECISIETE.,	PRESTACIÓN DE SERVICIOS DE MANTENIMIENTO VEHICULAR.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	07/11/2019,	07/11/2019,	6 MESES,	112840.00,	LUIS MANUEL LOPEZ  TORRES,	14/01/2021 08:01
ORCA INGENIERIA  PROYECTOS Y CONSTRUCCION  S.A DE C.V.,	COMISION NACIONAL DEL AGUA,	0039/2007,	EL 02 DE JULIO DE 2007  MEDIANTE FALLO SE ADJUDICO A LA EMPRESA ORCA INGENIERIA PROYECTOS Y CONSTRUCCIONES  S.A DE C.V. EL CONTRATO OAVM-GC-MEX-07-055-RF-LP  EL CUAL NO FORMALIZO DENTRO DE LA FECHA PROGRAMADA,	SERVICIOS DE SUPERVISION PROYECTOS  ESTUDIOS Y TODO TIPO DE CONSTRUCCION.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	12/10/2007,	11/10/2007,	3 MESES,	78383.50,	PATRICIA YOLANDA AMEZCUA MORENO,	14/01/2021 08:01
ORGANIZACION CULTURAL  L.P.  S.A. DE C.V.,	SECRETARIA DE EDUCACIÓN PÚBLICA,	0039/2006,	PRESENTÓ INFORMACIÓN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.,	COMPRA  VENTA Y DISTRIBUCION DE LIBROS Y ENCICLOPEDIAS.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	13/12/2006,	06/12/2006,	3 MESES,	72540.00,	LAURA JESSICA CORTAZAR MORÁN,	14/01/2021 08:01
ORIÓN  PRODUCTOS INDUSTRIALES  S.A. DE C.V.,	COMISION FEDERAL DE ELECTRICIDAD,	0019/2013,	NO FORMALIZACIÓN DEL CONTRATO ADJUDICADO EN EL PROCEDIMIENTO DE INVITACIÓN.,	,	SANCIONATORIA CON MULTA,	26/09/2014,	17/09/2014,	,	100378.00,	MTRA. VERÓNICA  AGUILERA ORTA ORTA,	14/01/2021 08:01
ÓSCAR ALFREDO HERRERA RAMOS,	COMISION FEDERAL DE ELECTRICIDAD,	0280/2006,	SE NEGÓ A FIRMAR EL CONTRATO 700184891 PARA LA ADQUISICIÓN DE CONDUCTORES ELÉCTRICOS.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	06/11/2006,	03/10/2006,	3 MESES,	75438.50,	MTRA. VERÓNICA  AGUILERA ORTA ORTA,	14/01/2021 08:01
OSCAR PERALTA RANGEL,	PROCURADURIA FEDERAL DEL CONSUMIDOR,	0001/2015,	NULL	REPARACION Y MANTENIMIENTO DE OTRO EQUIPO ELECTRONICO Y DE EQUIPO DE PRECISION,	SANCIONATORIA CON MULTA,	18/01/2016,	07/01/2016,	,	100935.00,	MIGUEL ANGEL TREJO TORAL,	14/01/2021 08:01
OSCAR SALAZAR GONZÁLEZ,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0005/2019,	LA PERSONA FÍSICA OMITIÓ OTORGAR LA GARANTÍA DE CUMPLIMIENTO DEL CONTRATO NO.S6M0767.,	,	SANCIONATORIA CON MULTA,	15/11/2019,	08/11/2019,	,	113212.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OSCAR TOMAS HERNANDEZ ALARCON,	INSTITUTO MEXICANO DEL PETROLEO,	0125/2006,	PRESENTÓ INFORMACIÓN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	10/01/2007,	20/12/2006,	3 MESES,	72540.00,	MYRIAM MARIA GUADALUPE MACIEL JASSO,	14/01/2021 08:01
OSMAF INGENIERIA  S.A DE C.V.,	INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,	0003/2011,	LA EMPRESA PRESENTO ESCRITO BAJO PROTESTA DE DECDIR VERDAD  PORPORCIONANDO INFORMACION FALSA,	REALIZACION DE PROYECTOS Y OBRAS DE INGENIERIA CIVIL  ELECTROMECANIDA  ELECTRONICA  SANITARIA Y AMBIENTAL  SUPERVISION Y CONSTRUCCION DE OBRA  INFRAESTRUCTURA Y EDIFICACION  FABRICACION   DISTRIBUCION E INSTALACION DE EQUIPOS NACIONALES  REPRESENTANTE DE PRODUCTOS EXTRANJEROS Y SUPERVICION Y MONTAJE DE INSTALACIONES  HIDRAULICAS  SANITARIAS Y ELECTROMECANICAS : EL PROCESO Y CONTROL LA COMPRA  VENTA Y ARRENDAMIENTO DE INMUEBLES Y EQUIPOS EN GENERAL  LA CELEBRACION DE TODA CLASE DE ACTOS Y CONTRATOS. <br>NOTA: AL PARECER LA PRESENTE EMPRESA NO EXISTE,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	18/12/2012,	17/12/2012,	3 MESES,	86190.00,	OMAR GONZALEZ BALBUENA,	14/01/2021 08:01
OSTEO CEN  S.A. DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0028/2019,	LA EMPRESA PROPORCIONÓ INFORMACIÓN FALSA RESPECTO AL ORIGEN DE LOS BIENES.,	COMPRA  VENTA  IMPORTACIÓN  EXPORTACIÓN DE TODO LO RELACIONADO CON LA MEDICINA,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	10/09/2019,	04/09/2019,	2 AÑOS,	999440.00,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OSTOMIC  S.A DE C.V.,	INSTITUTO MEXICANO DEL SEGURO SOCIAL,	0206/2003,	PRESUNTA FALSEDAD AL MANIFESTAR ESTAR AL CORRIENTE EN SUS OBLIGACIONES FISCALES,	FABRICACION  DISTRIBUCION IMPORTACION EXPORTACION Y MAQUILA DE EQUIPOS  APARATOS  INSTRUMENTOS  MEDICAMENTOS REACTIVOS PRODUCTOS QUIMICOS  MATERIAL DE CURACION  MATERIALES QUIRURGICOS Y TODO LO RELACIONADO CON MATERIALES DE USO MEDICO CIENTIFICO E INDUSTRIAL,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	06/10/2006,	26/09/2006,	3 MESES,	65332.50,	LIC. JORGE PERALTA PORRAS,	14/01/2021 08:01
OSTOMIC  S.A. DE C.V.,	INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,	0034/2006,	PRESENTÓ INFORMACIÓN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.,	,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	05/03/2007,	22/02/2007,	3 MESES,	67860.00,	KARLA MARÍA  GONZÁLEZ SALCEDO ,	14/01/2021 08:01
OUTSLANDING SERVICES  S.A. DE C.V.,	SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,	0002/2016,	PRESUNTAMENTE PRESENTO INFORMACION FALSA RESPECTO DE LA COPIA DEL DOCUMENTO EN EL QUE CONSTABA LA CANCELACION DE LA GARANTIA DE CUMPLIMIENTO DEL CONTRATO NUMERO CS-329-LP9-PE-A-036/2010  CELEBRADO CON LA SUBADMINISTRACION DE RECURSOS Y SERVICIOS DE NAUCALPAN.,	LA PRESTACION DE TODA CLASE DE SERVICIOS DE INDUSTRIAS  OFICINAS Y EN GENERAL DE TODA CLASE DE ESTABLECIMIENTOS COMERCIALES O PARTICULARES QUE ASI LO REQUIERAN L INCLUYENDO LA CAPACITACION Y CONTRATACION DEL PERSONAL NECESARIO Y ASISTENCIA TECNICA NECESARIA O CONVENIENTE  ASI COMO CELEBRAR Y EJECUTAR CUALQUIER ACTO O CONTRATO.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	12/05/2017,	12/05/2017,	3 MESES,	104299.50,	,	14/01/2021 08:01
OXIMEDIC  S. DE R.L. DE C.V.,	SECRETARIA DE LA FUNCIÓN PÚBLICA,	0091/2013,	60  FRACCIÓN IV  DE LA LEY DE ADQUISICIONES  ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO. <br>ACTUÓ CON DOLO DURANTE EL PROCEDIMIENTO DE LICITACIÓN PÚBLICA NACIONAL MIXTA NÚMERO LA-019GYN085-N32-2012  PARA LA “ADQUISICIÓN DE SUMINISTRO DE OXÍGENO MEDICINAL CON SERVICIO A DOMICILIO DE LA DERECHOHABIENCIA  AL PRESENTAR PROPUESTA PARA  PARTICIPAR EN EL PROCEDIMIENTO DE CONTRATACIÓN  DE MANERA CONJUNTA CON UNA EMPRESA INHABILITADA POR LA SECRETARÍA DE LA FUNCIÓN PÚBLICA.,	LA COMPRAVENTA  DISTRIBUCIÓN Y SUMINISTRO DEL OXÍGENO MEDICINAL Y GASES INDUSTRIALES  Y PRODUCTOS RELACIONADOS A SOLDADURA Y PROCESOS INDUSTRIALES  ENTRE OTROS.,	SANCIONATORIA CON MULTA E INHABILITACIÓN,	13/06/2014,	11/06/2014,	2 AÑOS 6 MESES,	966115.00,	MARÍA GUADALUPE VARGAS ÁLVAREZ,	14/01/2021 08:01
